Date,Opponent,Actual Result,Predicted Result,H2H Wins,H2H Losses,Win %
2022-04-07,ARI,L,-,0,1,0.333
2022-04-08,ARI,W,-,1,1,0.5
2022-04-09,ARI,W,-,2,1,0.6
2022-04-10,ARI,W,-,3,1,0.667
2022-04-11,SF,W,-,1,0,0.667
2022-04-12,SF,L,-,1,1,0.5
2022-04-13,SF,L,-,1,2,0.4
2022-04-14,ATL,W,-,1,0,0.667
2022-04-15,ATL,L,-,1,1,0.5
2022-04-16,ATL,L,-,1,2,0.4
2022-04-17,ATL,W,-,2,2,0.5
2022-04-18,CIN,W,-,1,0,0.667
2022-04-19,CIN,W,-,2,0,0.75
2022-04-20,CIN,W,-,3,0,0.8
2022-04-22,LAD,L,-,0,1,0.333
2022-04-23,LAD,W,-,1,1,0.5
2022-04-24,LAD,L,-,1,2,0.4
2022-04-26,CIN,W,-,4,0,0.833
2022-04-27,CIN,W,-,5,0,0.857
2022-04-28,CIN,W,-,6,0,0.875
2022-04-29,PIT,W,-,1,0,0.667
2022-04-30,PIT,L,-,1,1,0.5
2022-05-01,PIT,W,-,2,1,0.6
2022-05-04,CLE,W,-,1,0,0.667
2022-05-04,CLE,L,-,1,1,0.5
2022-05-05,MIA,W,-,1,0,0.667
2022-05-06,MIA,W,-,2,0,0.75
2022-05-07,MIA,L,-,2,1,0.6
2022-05-08,MIA,W,-,3,1,0.667
2022-05-09,CHC,L,-,0,1,0.333
2022-05-10,CHC,W,-,1,1,0.5
2022-05-11,CHC,L,-,1,2,0.4
2022-05-13,ATL,W,-,3,2,0.571
2022-05-14,ATL,L,-,3,3,0.5
2022-05-15,ATL,W,-,4,3,0.556
2022-05-17,PHI,W,-,1,0,0.667
2022-05-18,PHI,L,-,1,1,0.5
2022-05-19,PHI,W,-,2,1,0.6
2022-05-20,SF,W,-,2,2,0.5
2022-05-21,SF,W,-,3,2,0.571
2022-05-22,SF,W,-,4,2,0.625
2022-05-23,MIL,W,-,1,0,0.667
2022-05-24,MIL,L,-,1,1,0.5
2022-05-25,MIL,L,-,1,2,0.4
2022-05-27,PIT,W,-,3,1,0.667
2022-05-28,PIT,L,-,3,2,0.571
2022-05-29,PIT,W,-,4,2,0.625
2022-05-30,STL,L,-,0,1,0.333
2022-05-31,STL,L,-,0,2,0.25
2022-06-01,STL,L,-,0,3,0.2
2022-06-02,MIL,L,-,1,3,0.333
2022-06-03,MIL,W,-,2,3,0.429
2022-06-04,MIL,W,-,3,3,0.5
2022-06-05,MIL,W,-,4,3,0.556
2022-06-06,NYM,L,-,0,1,0.333
2022-06-07,NYM,W,-,1,1,0.5
2022-06-08,NYM,W,-,2,1,0.6
2022-06-10,COL,W,-,1,0,0.667
2022-06-11,COL,W,-,2,0,0.75
2022-06-11,COL,L,-,2,1,0.6
2022-06-12,COL,L,-,2,2,0.5
2022-06-13,CHC,W,-,2,2,0.5
2022-06-14,CHC,W,-,3,2,0.571
2022-06-15,CHC,W,-,4,2,0.625
2022-06-16,CHC,W,-,5,2,0.667
2022-06-17,COL,L,-,2,3,0.429
2022-06-18,COL,L,-,2,4,0.375
2022-06-19,COL,L,-,2,5,0.333
2022-06-20,ARI,W,-,4,1,0.714
2022-06-21,ARI,W,-,5,1,0.75
2022-06-22,ARI,W,-,6,1,0.778
2022-06-23,PHI,L,-,2,2,0.5
2022-06-24,PHI,W,-,3,2,0.571
2022-06-25,PHI,L,-,3,3,0.5
2022-06-26,PHI,L,-,3,4,0.444
2022-06-28,ARI,L,-,6,2,0.7
2022-06-29,ARI,W,-,7,2,0.727
2022-06-30,LAD,L,-,1,3,0.333
2022-07-01,LAD,L,-,1,4,0.286
2022-07-02,LAD,L,-,1,5,0.25
2022-07-03,LAD,W,-,2,5,0.333
2022-07-04,SEA,L,-,0,1,0.333
2022-07-05,SEA,L,-,0,2,0.25
2022-07-07,SF,W,-,5,2,0.667
2022-07-08,SF,W,-,6,2,0.7
2022-07-09,SF,L,-,6,3,0.636
2022-07-10,SF,L,-,6,4,0.583
2022-07-11,COL,W,-,3,5,0.4
2022-07-12,COL,L,-,3,6,0.364
2022-07-13,COL,L,-,3,7,0.333
2022-07-14,COL,L,-,3,8,0.308
2022-07-15,ARI,W,-,8,2,0.75
2022-07-16,ARI,W,-,9,2,0.769
2022-07-17,ARI,L,-,9,3,0.714
2022-07-22,NYM,W,-,3,1,0.667
2022-07-23,NYM,W,-,4,1,0.714
2022-07-24,NYM,L,-,4,2,0.625
2022-07-25,DET,,L,0,0,0.5
2022-07-26,DET,,L,0,0,0.5
2022-07-27,DET,,L,0,0,0.5
2022-07-29,MIN,,W,0,0,0.5
2022-07-30,MIN,,W,0,0,0.5
2022-07-31,MIN,,W,0,0,0.5
2022-08-01,COL,,L,3,8,0.308
2022-08-02,COL,,W,3,8,0.308
2022-08-02,COL,,L,3,8,0.308
2022-08-03,COL,,L,3,8,0.308
2022-08-04,COL,,L,3,8,0.308
2022-08-05,LAD,,W,2,5,0.333
2022-08-06,LAD,,W,2,5,0.333
2022-08-07,LAD,,L,2,5,0.333
2022-08-08,SF,,W,6,4,0.583
2022-08-09,SF,,W,6,4,0.583
2022-08-10,SF,,L,6,4,0.583
2022-08-12,WSH,,W,0,0,0.5
2022-08-13,WSH,,W,0,0,0.5
2022-08-14,WSH,,W,0,0,0.5
2022-08-15,MIA,,L,3,1,0.667
2022-08-16,MIA,,L,3,1,0.667
2022-08-17,MIA,,W,3,1,0.667
2022-08-18,WSH,,L,0,0,0.5
2022-08-19,WSH,,L,0,0,0.5
2022-08-20,WSH,,L,0,0,0.5
2022-08-21,WSH,,W,0,0,0.5
2022-08-23,CLE,,L,1,1,0.5
2022-08-24,CLE,,W,1,1,0.5
2022-08-26,KC,,L,0,0,0.5
2022-08-27,KC,,W,0,0,0.5
2022-08-28,KC,,W,0,0,0.5
2022-08-29,SF,,W,6,4,0.583
2022-08-30,SF,,L,6,4,0.583
2022-08-31,SF,,L,6,4,0.583
2022-09-02,LAD,,W,2,5,0.333
2022-09-03,LAD,,L,2,5,0.333
2022-09-04,LAD,,L,2,5,0.333
2022-09-05,ARI,,W,9,3,0.714
2022-09-06,ARI,,W,9,3,0.714
2022-09-07,ARI,,W,9,3,0.714
2022-09-09,LAD,,L,2,5,0.333
2022-09-10,LAD,,W,2,5,0.333
2022-09-11,LAD,,W,2,5,0.333
2022-09-13,SEA,,W,0,2,0.25
2022-09-14,SEA,,L,0,2,0.25
2022-09-15,ARI,,L,9,3,0.714
2022-09-16,ARI,,W,9,3,0.714
2022-09-17,ARI,,W,9,3,0.714
2022-09-18,ARI,,L,9,3,0.714
2022-09-20,STL,,L,0,3,0.2
2022-09-21,STL,,L,0,3,0.2
2022-09-22,STL,,L,0,3,0.2
2022-09-23,COL,,L,3,8,0.308
2022-09-24,COL,,L,3,8,0.308
2022-09-25,COL,,L,3,8,0.308
2022-09-27,LAD,,L,2,5,0.333
2022-09-28,LAD,,L,2,5,0.333
2022-09-29,LAD,,L,2,5,0.333
2022-09-30,CHW,,L,0,0,0.5
2022-10-01,CHW,,W,0,0,0.5
2022-10-02,CHW,,L,0,0,0.5
2022-10-03,SF,,W,6,4,0.583
2022-10-04,SF,,L,6,4,0.583
2022-10-05,SF,,W,6,4,0.583
Wins,Losses,Win %
83,79,0.512
